0,Binary,Title,Url,Date,Division,Notice
3488,0,교양 및 전공이수 요건 변경 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=0b8a8a2825f08decc488252ac2d3fc24,17.11.30,학사,공지사항
3489,0,"[11.28~11.30] 채플Ⅳ, 종강채플 일정 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=796e8c97803c2625e82d89df4dcb3ec1,17.11.30,학사,공지사항
3490,0,[교내_지급] 2017-2학기_3차 강남특성화사업 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=e5e88c1df2e733846e9222fb4915b494,17.11.30,장학,공지사항
3491,0,"(취업) 2017년 중소기업 탐방프로그램 5차 (알톤스포츠,서울우유,다우기술)",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=7f9e4e50dc7afd570394713f88503b0d,17.11.29,취창업,공지사항
3492,0,"(취업) 우수기업탐방 프로그램-네오위즈, 포시에스",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=1ad86e72d2496f1fbebd9f36f54c7178,17.11.29,취창업,공지사항
3493,0,2017년 동계 계절수업 추가 수강신청(변경) 및 등록 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=07532798fae47e29c9053caf02e0855b,17.11.29,학사,공지사항
3494,0,(2018년 2월 졸업예정자) 사서자격증 발급 신청서 제출 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=d9232da136e6a46fa918623ac505d032,17.11.28,학사,공지사항
3495,0,"디지털융합 IT개발자 입직, SoftWare 코딩 기초과정"" 모집",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=1dc0a50cf27e66c554a01d4d17c9d0ad,17.11.28,취창업,공지사항
3496,0,(창업) 2017년도 동계 창업캠프 참여자 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=5b7c563b554d1be8d196bd3975ff09aa,17.11.28,취창업,공지사항
3497,0,(주)피죤 회계/영업(유통관리자) 특별채용 추천자 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=faf038c1f76fa065d9913e101f447867,17.11.27,취창업,공지사항
3498,0,이트너스 동계년말정산 아르바이트(인턴) 추천자 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=3062210925bdfae5f1ed9397b215e63d,17.11.24,취창업,공지사항
3499,0,JW그룹 신입사원 채용 특별추천자 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=4a0f94bc055dd17cea3431573d4dfabf,17.11.23,취창업,공지사항
3500,0,"[11.21~11.23] 채플Ⅱ, 야간채플 일정 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=3a70b0476d74d82d9286df4e5e11c382,17.11.23,학사,공지사항
3501,0,성적향상 우수 장학금 신청서 추가 접수 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=9404366ce4a31491f8a9093c2325cc70,17.11.22,학습/상담,공지사항
3502,0,"""KNU 성적 Honours 장학금"" 추가 접수 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=ab105d29f6dbedbd3d7702b7a06fb0f7,17.11.22,학습/상담,공지사항
3503,0,KNU 참인재 양성을 위한 대학생 핵심역량진단(K-CESA) 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=a290005aae937051d654146fc27663ff,17.11.22,학습/상담,공지사항
3504,0,학습부진 학생의 중도탈락 예방을 위한 “강남 ABA-Learning 서비스”  Before “전공 및 기초 학습 능력 함양 교육” 시행 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=90a6b2662972c68eeaaa8118453b48c0,17.11.22,학습/상담,공지사항
3505,0,(2018년 2월 졸업예정자) 평생교육사 자격증 발급 신청서 제출 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=5c0b3c759ff2a17db03b453c4afe2c48,17.11.22,학사,공지사항
3506,0,2017-2학기 성적 입력 방법 안내[교·강사],https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=d6f6f2acc7905fb908a5ef863fb2e0fb,17.11.22,학사,공지사항
3507,0,2018학년도 외래강사 공개초빙 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=1c99c569256f327c72cf2384c835c7f2,17.11.22,학사,공지사항
3508,0,제 2회 KNU 참인재 양성을 위한 핵심역량 실천사례 수기 공모전 시행 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=206f2d5654611796f73ad49575bf209c,17.11.21,학습/상담,공지사항
3509,0,2018학년도 및 2016학년도 추가 교직복수이수예정자 선발자 명단 알림,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=f9363374e90a5eeec900ffe5edadd7cd,17.11.21,학사,공지사항
3510,0,강남대학교 목양관 하부 옹벽 공사 성료,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=f341fff7a7a4e1b8db64ba40dfe56923,17.11.21,학습/상담,공지사항
3511,0,[학자금대출] 일반학자금대출 상환  안내 _ 핵심설명서,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=c9279510947944e3d738e1ec97333dc3,17.11.20,장학,공지사항
3512,0,(국가근로_신청)2017학년도 동계방학 국가 교육근로장학사업 교내/교외 추가모집 신청 안내(결원충원),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=f41d3da422792be1f61c87e3f6ef93bc,17.11.20,장학,공지사항
3513,0,[교육환류] 2017-10월 참인재 학생모니터링단 참(True)견(見) 활동 보고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=d89e97938d20a699c942aac20e78f3c6,17.11.20,학습/상담,공지사항
3514,0,(CTL 공모전) 마인드맵콘테스트 추가 접수 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=dc78ab814856a17f67ec3d016d23643a,17.11.20,학습/상담,공지사항
3515,0,(교외_신청) 2017년 강남대학교 LINK총학생회 기탁장학금 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=d559a89a23713f2ff951a2cddae543ba,17.11.20,장학,공지사항
3516,0,[교내_지급] 2017-2학기_2차 강남특성화사업 장학금 지급 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=2791e3a115e8236472eebe4e6925942f,17.11.20,장학,공지사항
3517,0,"모아저축은행(주) 정규직 신입채용 특별추천 안내, 신청 마감 임박",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=7354731643c4e5ed982c9df333a2a8e5,17.11.17,취창업,공지사항
3518,0,"2017-2학기 학생역량개발원 ""내가 만드는 비교과 프로그램"" 공모전 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=199966c0abcd65bc67b3e09666f0d2d3,17.11.17,학습/상담,공지사항
3519,0,(CTL 특강) '통합적 접근에 기초한 과학교육 운영의 실제' 특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=00f3b61289d538dae90c8eb3c6d8aec6,17.11.17,학습/상담,공지사항
3520,0,(국가근로_신청) 2018학년도 1학기 1차 국가 교육근로장학사업 학생 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=8c25650b75f9c538e7ebe94256f24eb2,17.11.17,장학,공지사항
3521,0,(CTL 공모전) 2017학년도 제2회 나만의학습법 공모전 추가 접수 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=e4fb3d0c36cb493fe6bccf7c2ed9d513,17.11.17,학습/상담,공지사항
3522,0,(취업) 18회 환경산업 新일자리 박람회,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=db396be7dc0a4c240ad73c2a57e1830f,17.11.17,취창업,공지사항
3523,0,(취업) 2017년 정보보호 취업박람회,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=6a41324d49383da063f7cc2fbef74b7e,17.11.17,취창업,공지사항
3524,0,(국가근로_신청) 2017학년도 국가 교육근로장학사업 동계방학 집중근로 프로그램 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=1302dd8e343b7bedc9151c2daa275045,17.11.17,장학,공지사항
3525,0,2017년 해외취업(호주 유아교사) 연수생 추가모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=4a5b49af738571106bd500941f70479b,17.11.16,취창업,공지사항
3526,0,(학생생활상담소)[야간]성격유형검사 워크숍 참여 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=c4907aa6f131ffe0539c4fc2bcdd48ac,17.11.16,학습/상담,공지사항
3527,0,[국가장학_신청] 2018학년도 1학기 국가장학금 1차신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=ded9857b213d65e388fa118dedb3faf7,17.11.16,장학,공지사항
3528,0,(CTL 특강) '나만의 스토리가 있는 대학 생활' 특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=64ca9c602a77c8771b256282d327db35,17.11.16,학습/상담,공지사항
3529,0,(주) 알파코 기업영업 담당자 채용 추천,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=60e587cb722c6ae349d8b9810caa77ea,17.11.15,취창업,공지사항
3530,0,(채용공고) 주택임대관리전문회사 라이프테크 채용공고,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=cc3caa77d24d21013365cc6273fd678c,17.11.15,취창업,공지사항
3531,0,(채용공고) 2017년도 하반기 (주)금성백조주택/(주)금성백조건설 신입 및 경력사원 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=0a58c2a692289fe0dfc1ecec2025a5f3,17.11.15,취창업,공지사항
3532,0,(취업) 우수기업탐방 프로그램-JTBC기업방문,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=8cd49f0a3d614a73dcca3db99181addc,17.11.15,취창업,공지사항
3533,0,(CTL 특강) 마인드맵을 활용한 노트 정리법 특강(2017-2 마인드맵 콘테스트 신청자 교육),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=03f0df7f6e656120dcc70c1da9034678,17.11.15,학습/상담,공지사항
3534,0,(학생생활상담소)2017-2 찾아가는 상담실 프로그램 참여 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=dabbcb0b7fad10ae99e6c1788cbe271b,17.11.13,학습/상담,공지사항
3535,0,"[11.14~11.16] 채플Ⅳ, 추수감사예배 채플일정 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=a317354bf475139b95f64ed25e42452d,17.11.13,학사,공지사항
3536,0,(취업) 제9회 대학생 기업경영 체험캠프,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=5a4c301082629cd74e17d1f6eb9d492c,17.11.13,취창업,공지사항
3537,0,(창업) [네이버 D2] 네이버 기술 창업 모집 (CAMPUS TECH ATTACK),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=01bd9bd8748428f75050438bc376a32e,17.11.13,취창업,공지사항
3538,0,(취업) 2017 동계 재학생 직무체험 프로그램 학생모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=06f534dfb474c8ce3c97b9069612ac67,17.11.13,취창업,공지사항
3539,0,2017 동계 계절수업 수강신청 및 등록 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=0aaef4d68f0ec4bb7eb0a09bde0128c0,17.11.13,학사,공지사항
3540,0,(취업) 경기도 일자리재단 2017년 마지막 취업특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=758509ed414e697d0ce6619d5f10bcb7,17.11.10,취창업,공지사항
3541,0,2017-동계 글로벌역량강화캠프(캐나다) 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=9cedcff14491d4164b041221d07ed1b9,17.11.10,학습/상담,공지사항
3542,0,[모집안내] 2018학년도 학생모니터링단 참(True)견(見) 3기 수습단원 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=04a90135fea3811de9e121b00e86870f,17.11.10,학습/상담,공지사항
3543,0,강남대학교 K-CESA 진단 실시 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=c7b5568679cdff67ad09cb542654e7d7,17.11.10,학습/상담,공지사항
3544,0,(창업) 2017 경기 콘텐츠코리아 랩 랩멤버십 제품제작,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=1b1cb872b0a95903571f9f25d4fac487,17.11.10,취창업,공지사항
3545,0,(채용공고) 삼성전자 사내어학원,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=e5def57463e503c6ef86f3c6189c14c9,17.11.10,취창업,공지사항
3546,0,(채용공고) 로레알코리아 겨울방학 인턴십,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=bec378d06ec3027b57ff574d5007ca3b,17.11.09,취창업,공지사항
3547,0,(취업) 한국경제매거진 2017 직무 박람회,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=429c24f77487e44785114569ebdefc14,17.11.09,취창업,공지사항
3548,0,(교외_신청) 2017년도 (재)상주시장학회 장학생 장학금 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=3c49dd9693f78a8d599f3be01de1ccc1,17.11.09,장학,공지사항
3549,0,(교외_신청) 용인시처인장애인복지관 2017년 장학금 신청 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=a801aa9362b555247f4815ed1093b871,17.11.09,장학,공지사항
3550,0,"[11.07~11.09] 채플Ⅱ, 야간채플 추수감사예배 채플일정 안내",https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=c5dc4b1d7b4dd402e5e6a7a8471eb55c&encMenuBoardSeq=6941dcec8ea2b865dc0bf1e4cff0560c,17.11.09,학사,공지사항
3551,0,[교내_지급] 2017-2학기 교수학습지원센터 역량강화장학금 지급 안내_CTL 우수사례 발표회,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=d39e407798ee581d2ceed30feea1d179,17.11.09,장학,공지사항
3552,0,[교내_지급] 2017-2학기 교수학습지원센터 역량강화장학금 지급 안내_파워포인트 템플릿공모전,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=43482a4c78c78bb1ec525a37e1cc8652,17.11.09,장학,공지사항
3553,0,[교내_지급] 2017-2학기 공로장학금 지급 안내_2차,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=bd73fab58f94297b639c817d4ea8f334,17.11.09,장학,공지사항
3554,0,(교외_신청) 2017년 제 16기 동계 대학생 재능봉사 국가(우수)장학생 캠프 멘토(대학생) 모집 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=ccb4542499b730cb87609a3c5387d08b,17.11.09,장학,공지사항
3555,0,(채용공고) 2017년 하반기 한국NSK 대졸신입사원 모집(상경계열),https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=56f674beabbce076e65fb3f7a6c1a5ae,17.11.08,취창업,공지사항
3556,0,(학생생활상담소)[마감]2017-2 세계문화 활동가 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=9833044c4bbc881b74373875a380f6d2,17.11.06,학습/상담,공지사항
3557,0,(학생생활상담소)[마감]2017-2 또래 성교육 활동가 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=dcde5dcedb0896d0ae999fe8e25dae1a,17.11.06,학습/상담,공지사항
3558,0,(CTL 특강) 장애인과 인권에 대한 교양 의식 고취 특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=c7edbc278e023f40b62fce440e3701d5,17.11.06,학습/상담,공지사항
3559,0,(CTL 특강) 선배들이 전하는 학습 노하우 특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=17ee50fde50856739049bd3ad65e668b,17.11.06,학습/상담,공지사항
3560,0,(취업) 꿈 JOB GO! 성공적 취업을 한 선배들의 특강! 참여자 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=50d39ee113466215d94c49d22788b0ae,17.11.03,취창업,공지사항
3561,0,(취업) K-ICT 디바이스랩 용인 사물인터넷 메이커톤 모집,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=0b6193c187c3fdfd3e7392d32c384e95,17.11.02,취창업,공지사항
3562,0,(CTL 특강) 교과교육 전문성 향상을 위한 학생 이해 방법 특강 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=8534f193db05039dd1a8d6abed59b0c5,17.11.01,학습/상담,공지사항
3563,0,(학생생활상담소)학생생활상담소 명칭 변경 의견 수렴 결과 및 당첨자 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=b46b6e20bc53a0234ac9fc9a238b113a&encMenuBoardSeq=74aacb47f627736b8ee90892d2349c34,17.10.31,학습/상담,공지사항
3564,0,(취업) 자기소개서 소재 개발 워크샵,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=ea2c9f2a785ae43e520c322896013dfe&encMenuBoardSeq=6bf7e0089a356d336f70acb702c11f10,17.10.31,취창업,공지사항
3565,0,(교외_신청) 제20기 심전국제교류재단 장학생 선발 안내,https://web.kangnam.ac.kr/menu/board/info/f19069e6134f8f8aa7f689a4a675e66f.do?scrtWrtiYn=false&encMenuSeq=41c4ba211ab06cbc003455e07441b4f8&encMenuBoardSeq=79008b60dd1d5d330dcfa5e78fa60405,17.10.31,장학,공지사항
